From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
CAH3045101.1	A0AAU9W1J5	unreviewed	A0AAU9W1J5_9CNID	Nucleoside diphosphate kinase (EC 2.7.4.6)	PMEA_00033535	Pocillopora meandrina	474	membrane [GO:0016020]	CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	GO:0004550; GO:0005524; GO:0006183; GO:0006228; GO:0006241; GO:0016020	ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]	membrane [GO:0016020]; ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	
CAH3146186.1	A0AAU9XF16	unreviewed	A0AAU9XF16_9CNID	Uncharacterized protein	PMEA_00022871	Pocillopora meandrina	80						
CAH3037427.1	A0AAU9VVI4	unreviewed	A0AAU9VVI4_9CNID	Sushi domain-containing protein	PMEA_00022060	Pocillopora meandrina	1476						
RMX38232.1	A0A3M6TA15	unreviewed	A0A3M6TA15_POCDA	Mab-21-like HhH/H2TH-like domain-containing protein	pdam_00003396	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	844			GO:0005524; GO:0016779; GO:0046872	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]	
RMX56990.1	A0A3M6UTL9	unreviewed	A0A3M6UTL9_POCDA	Uncharacterized protein	pdam_00016141	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	140						
CAH3035133.1	A0AAU9VSI1	unreviewed	A0AAU9VSI1_9CNID	PABS domain-containing protein	PMEA_00017430	Pocillopora meandrina	364		spermine biosynthetic process [GO:0006597]	GO:0006597; GO:0016768	spermine synthase activity [GO:0016768]	spermine synthase activity [GO:0016768]; spermine biosynthetic process [GO:0006597]	
CAH3037303.1	A0AAU9VXJ6	unreviewed	A0AAU9VXJ6_9CNID	Protein kinase domain-containing protein	PMEA_00022305	Pocillopora meandrina	483	extracellular region [GO:0005576]; membrane [GO:0016020]		GO:0004715; GO:0005524; GO:0005576; GO:0016020	ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]	extracellular region [GO:0005576]; membrane [GO:0016020]; ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]	
RMX61505.1	A0A3M6V6I5	unreviewed	A0A3M6V6I5_POCDA	Uncharacterized protein	pdam_00003529	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	3812	dendrite [GO:0030425]; guanyl-nucleotide exchange factor complex [GO:0032045]; neuronal cell body [GO:0043025]	regulation of dendrite morphogenesis [GO:0048814]; small GTPase-mediated signal transduction [GO:0007264]	GO:0005085; GO:0007264; GO:0030425; GO:0032045; GO:0043025; GO:0048814	guanyl-nucleotide exchange factor activity [GO:0005085]	dendrite [GO:0030425]; guanyl-nucleotide exchange factor complex [GO:0032045]; neuronal cell body [GO:0043025]; guanyl-nucleotide exchange factor activity [GO:0005085]; regulation of dendrite morphogenesis [GO:0048814]; small GTPase-mediated signal transduction [GO:0007264]	
RMX47007.1	A0A3M6U071	unreviewed	A0A3M6U071_POCDA	Tyrosinase copper-binding domain-containing protein	pdam_00009613	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	404			GO:0016491; GO:0046872	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	
RMX46224.1	A0A3M6TY47	unreviewed	A0A3M6TY47_POCDA	Angiotensin-converting enzyme (EC 3.4.-.-)	pdam_00018135	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	575	membrane [GO:0016020]	proteolysis [GO:0006508]	GO:0004180; GO:0006508; GO:0008237; GO:0008241; GO:0016020; GO:0046872	carboxypeptidase activity [GO:0004180]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; peptidyl-dipeptidase activity [GO:0008241]	membrane [GO:0016020]; carboxypeptidase activity [GO:0004180]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; peptidyl-dipeptidase activity [GO:0008241]; proteolysis [GO:0006508]	
RMX38164.1	A0A3M6TA79	unreviewed	A0A3M6TA79_POCDA	Uncharacterized protein	pdam_00014764	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	254						
RMX59456.1	A0A3M6V0I6	unreviewed	A0A3M6V0I6_POCDA	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	pdam_00015654	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	469	mitochondrion [GO:0005739]; succinate-CoA ligase complex [GO:0042709]	succinyl-CoA metabolic process [GO:0006104]; tricarboxylic acid cycle [GO:0006099]	GO:0000287; GO:0004775; GO:0005524; GO:0005739; GO:0006099; GO:0006104; GO:0042709	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]	mitochondrion [GO:0005739]; succinate-CoA ligase complex [GO:0042709]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinyl-CoA metabolic process [GO:0006104]; tricarboxylic acid cycle [GO:0006099]	
CAH3111102.1	A0AAU9WHK3	unreviewed	A0AAU9WHK3_9CNID	glutaminase (EC 3.5.1.2)	PMEA_00003948	Pocillopora meandrina	243	cytosol [GO:0005829]; glutaminase complex [GO:1903600]	glutamine metabolic process [GO:0006541]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine metabolic process [GO:0008614]	GO:0004359; GO:0005829; GO:0006541; GO:0008614; GO:0016829; GO:0042823; GO:1903600	glutaminase activity [GO:0004359]; lyase activity [GO:0016829]	cytosol [GO:0005829]; glutaminase complex [GO:1903600]; glutaminase activity [GO:0004359]; lyase activity [GO:0016829]; glutamine metabolic process [GO:0006541]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine metabolic process [GO:0008614]	
KAK2564025.1	A0AAD9QN51	unreviewed	A0AAD9QN51_ACRCE	Peptidase aspartic putative domain-containing protein	P5673_012238	Acropora cervicornis (Staghorn coral)	1383						
RMX45456.1	A0A3M6TVR6	unreviewed	A0A3M6TVR6_POCDA	Uncharacterized protein	pdam_00016061	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	198		small GTPase-mediated signal transduction [GO:0007264]	GO:0003924; GO:0005525; GO:0007264	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; small GTPase-mediated signal transduction [GO:0007264]	
RMX36567.1	A0A3M6T5A5	unreviewed	A0A3M6T5A5_POCDA	Heat shock 70 kDa protein 12B	pdam_00017171	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	195						
CAH3113116.1	A0AAU9WGI0	unreviewed	A0AAU9WGI0_9CNID	Sarcolemmal membrane-associated protein	PMEA_00004797	Pocillopora meandrina	1224	membrane [GO:0016020]		GO:0004930; GO:0016020	G protein-coupled receptor activity [GO:0004930]	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]	
CAH3164224.1	A0AAU9Y131	unreviewed	A0AAU9Y131_9CNID	ATPase AAA-type core domain-containing protein	PMEA_00002193	Pocillopora meandrina	409			GO:0005524; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	
RMX48552.1	A0A3M6U4F6	unreviewed	A0A3M6U4F6_POCDA	Uncharacterized protein	pdam_00019403	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	232						
RMX48462.1	A0A3M6U474	unreviewed	A0A3M6U474_POCDA	Protein transport protein SEC23	pdam_00015189	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	843	COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]	COPII-coated vesicle cargo loading [GO:0090110]; intracellular protein transport [GO:0006886]	GO:0005096; GO:0005789; GO:0006886; GO:0008270; GO:0030127; GO:0070971; GO:0090110	GTPase activator activity [GO:0005096]; zinc ion binding [GO:0008270]	COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; GTPase activator activity [GO:0005096]; zinc ion binding [GO:0008270]; COPII-coated vesicle cargo loading [GO:0090110]; intracellular protein transport [GO:0006886]	
CAH3136795.1	A0AAU9X5B9	unreviewed	A0AAU9X5B9_9CNID	Sushi domain-containing protein	PMEA_00017545	Pocillopora meandrina	779						
CAH3150811.1	A0AAU9XM25	unreviewed	A0AAU9XM25_9CNID	Uncharacterized protein	PMEA_00024953	Pocillopora meandrina	7188	chromatin [GO:0000785]; condensed chromosome [GO:0000793]; condensin complex [GO:0000796]	mitotic chromosome condensation [GO:0007076]	GO:0000785; GO:0000793; GO:0000796; GO:0003682; GO:0007076	chromatin binding [GO:0003682]	chromatin [GO:0000785]; condensed chromosome [GO:0000793]; condensin complex [GO:0000796]; chromatin binding [GO:0003682]; mitotic chromosome condensation [GO:0007076]	
RMX47245.1	A0A3M6U0L8	unreviewed	A0A3M6U0L8_POCDA	Uncharacterized protein	pdam_00012898	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	131	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3121321.1	A0AAU9WPE3	unreviewed	A0AAU9WPE3_9CNID	Kinesin motor domain-containing protein	PMEA_00009149	Pocillopora meandrina	652	microtubule cytoskeleton [GO:0015630]	microtubule-based movement [GO:0007018]	GO:0003777; GO:0005524; GO:0007018; GO:0008017; GO:0015630	ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]	microtubule cytoskeleton [GO:0015630]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018]	
CAH3111105.1	A0AAU9WBG9	unreviewed	A0AAU9WBG9_9CNID	Rhodanese domain-containing protein	PMEA_00003949	Pocillopora meandrina	195						
CAH3146862.1	A0AAU9XGF4	unreviewed	A0AAU9XGF4_9CNID	Uncharacterized protein	PMEA_00023117	Pocillopora meandrina	466						
CAH3159496.1	A0AAU9XVY8	unreviewed	A0AAU9XVY8_9CNID	Uncharacterized protein	PMEA_00032114	Pocillopora meandrina	242						
RMX45936.1	A0A3M6TX33	unreviewed	A0A3M6TX33_POCDA	Apple domain-containing protein	pdam_00011030	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	105						
CAH3109359.1	A0AAU9WC48	unreviewed	A0AAU9WC48_9CNID	Peptidase M12B domain-containing protein	PMEA_00002946	Pocillopora meandrina	1096	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]	extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508]	GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0031012; GO:0046872	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508]	
KAK2549392.1	A0AAD9UTR9	unreviewed	A0AAD9UTR9_ACRCE	Uncharacterized protein	P5673_030221	Acropora cervicornis (Staghorn coral)	386						
RMX55805.1	A0A3M6UQA4	unreviewed	A0A3M6UQA4_POCDA	RING-type domain-containing protein	pdam_00009567	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	971			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]	
CAH3155218.1	A0AAU9XR01	unreviewed	A0AAU9XR01_9CNID	RGS domain-containing protein	PMEA_00027879	Pocillopora meandrina	131						
CAH3159920.1	A0AAU9XWI9	unreviewed	A0AAU9XWI9_9CNID	Glycine N-methyltransferase (EC 2.1.1.20)	PMEA_00032189	Pocillopora meandrina	317	cytosol [GO:0005829]	methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; protein homotetramerization [GO:0051289]; regulation of gluconeogenesis [GO:0006111]; S-adenosylhomocysteine metabolic process [GO:0046498]; S-adenosylmethionine metabolic process [GO:0046500]; sarcosine metabolic process [GO:1901052]	GO:0005542; GO:0005829; GO:0006111; GO:0006730; GO:0016594; GO:0017174; GO:0032259; GO:0042802; GO:0046498; GO:0046500; GO:0051289; GO:1901052; GO:1904047	folic acid binding [GO:0005542]; glycine binding [GO:0016594]; glycine N-methyltransferase activity [GO:0017174]; identical protein binding [GO:0042802]; S-adenosyl-L-methionine binding [GO:1904047]	cytosol [GO:0005829]; folic acid binding [GO:0005542]; glycine binding [GO:0016594]; glycine N-methyltransferase activity [GO:0017174]; identical protein binding [GO:0042802]; S-adenosyl-L-methionine binding [GO:1904047]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; protein homotetramerization [GO:0051289]; regulation of gluconeogenesis [GO:0006111]; S-adenosylhomocysteine metabolic process [GO:0046498]; S-adenosylmethionine metabolic process [GO:0046500]; sarcosine metabolic process [GO:1901052]	
CAH3042302.1	A0AAU9W1F2	unreviewed	A0AAU9W1F2_9CNID	Proteasome assembly chaperone 2	PMEA_00028752	Pocillopora meandrina	275	cytosol [GO:0005829]; nucleus [GO:0005634]	proteasome assembly [GO:0043248]	GO:0005634; GO:0005829; GO:0043248		cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome assembly [GO:0043248]	
CAH3149552.1	A0AAU9XLN8	unreviewed	A0AAU9XLN8_9CNID	Dual serine/threonine and tyrosine protein kinase (EC 2.7.12.1) (Dusty protein kinase) (Receptor-interacting serine/threonine-protein kinase 5)	PMEA_00024381	Pocillopora meandrina	963	cytoplasm [GO:0005737]	cellular response to fibroblast growth factor stimulus [GO:0044344]; negative regulation of apoptotic process [GO:0043066]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of fibroblast growth factor receptor signaling pathway [GO:0045743]	GO:0004674; GO:0004713; GO:0005524; GO:0005737; GO:0043066; GO:0044344; GO:0045743; GO:0070374	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; cellular response to fibroblast growth factor stimulus [GO:0044344]; negative regulation of apoptotic process [GO:0043066]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of fibroblast growth factor receptor signaling pathway [GO:0045743]	
RMX56732.1	A0A3M6USU7	unreviewed	A0A3M6USU7_POCDA	Uncharacterized protein	pdam_00025413	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	142						
RMX53469.1	A0A3M6UIS2	unreviewed	A0A3M6UIS2_POCDA	Aquaporin	pdam_00013273	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	261	plasma membrane [GO:0005886]		GO:0005886; GO:0015250	water channel activity [GO:0015250]	plasma membrane [GO:0005886]; water channel activity [GO:0015250]	
CAH3104101.1	A0AAU9W706	unreviewed	A0AAU9W706_9CNID	C3H1-type domain-containing protein	PMEA_00034536	Pocillopora meandrina	136			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]	
RMX53962.1	A0A3M6UK23	unreviewed	A0A3M6UK23_POCDA	Cysteine-rich transmembrane CYSTM domain-containing protein	pdam_00020906	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	114						
CAH3031204.1	A0AAU9VM27	unreviewed	A0AAU9VM27_9CNID	Nucleoside phosphorylase domain-containing protein	PMEA_00001214	Pocillopora meandrina	330	cytosol [GO:0005829]	L-methionine salvage from S-adenosylmethionine [GO:0019284]; nucleoside metabolic process [GO:0009116]	GO:0005829; GO:0008782; GO:0008930; GO:0009116; GO:0019284	adenosylhomocysteine nucleosidase activity [GO:0008782]; methylthioadenosine nucleosidase activity [GO:0008930]	cytosol [GO:0005829]; adenosylhomocysteine nucleosidase activity [GO:0008782]; methylthioadenosine nucleosidase activity [GO:0008930]; L-methionine salvage from S-adenosylmethionine [GO:0019284]; nucleoside metabolic process [GO:0009116]	
CAH3167957.1	A0AAU9Y5B1	unreviewed	A0AAU9Y5B1_9CNID	Uncharacterized protein	PMEA_00007961	Pocillopora meandrina	127						
CAH3169941.1	A0AAU9Y6W9	unreviewed	A0AAU9Y6W9_9CNID	THAP-type domain-containing protein	PMEA_00012986	Pocillopora meandrina	203	nucleus [GO:0005634]	regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000978; GO:0003700; GO:0005634; GO:0006357; GO:0008270	DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]; regulation of transcription by RNA polymerase II [GO:0006357]	
CAH3135519.1	A0AAU9X359	unreviewed	A0AAU9X359_9CNID	Insulin-like domain-containing protein	PMEA_00016258	Pocillopora meandrina	262	extracellular region [GO:0005576]		GO:0005179; GO:0005576	hormone activity [GO:0005179]	extracellular region [GO:0005576]; hormone activity [GO:0005179]	
CAH3158092.1	A0AAU9XUG1	unreviewed	A0AAU9XUG1_9CNID	Uncharacterized protein	PMEA_00030284	Pocillopora meandrina	497	plasma membrane [GO:0005886]		GO:0005886; GO:0015280	ligand-gated sodium channel activity [GO:0015280]	plasma membrane [GO:0005886]; ligand-gated sodium channel activity [GO:0015280]	
CAH3042002.1	A0AAU9W3X1	unreviewed	A0AAU9W3X1_9CNID	Uncharacterized protein	PMEA_00028500	Pocillopora meandrina	536						
CAH3146269.1	A0AAU9XEU5	unreviewed	A0AAU9XEU5_9CNID	40S ribosomal protein S19	PMEA_00022905	Pocillopora meandrina	1048	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
CAH3163338.1	A0AAU9XYK5	unreviewed	A0AAU9XYK5_9CNID	Polyprotein	PMEA_00035594	Pocillopora meandrina	728						
CAH3153254.1	A0AAU9XP09	unreviewed	A0AAU9XP09_9CNID	Uncharacterized protein	PMEA_00027198	Pocillopora meandrina	150						
CAH3108631.1	A0AAU9WE52	unreviewed	A0AAU9WE52_9CNID	MYND-type domain-containing protein	PMEA_00002637	Pocillopora meandrina	2293			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]	
CAH3145493.1	A0AAU9XEV7	unreviewed	A0AAU9XEV7_9CNID	Uncharacterized protein	PMEA_00022603	Pocillopora meandrina	618						
RMX43119.1	A0A3M6TP41	unreviewed	A0A3M6TP41_POCDA	Coiled-coil domain-containing protein 86	pdam_00006861	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	86						
CAH3121367.1	A0AAU9WQ73	unreviewed	A0AAU9WQ73_9CNID	Large ribosomal subunit protein bL19m (39S ribosomal protein L19, mitochondrial)	PMEA_00009183	Pocillopora meandrina	308	mitochondrial large ribosomal subunit [GO:0005762]	translation [GO:0006412]	GO:0003735; GO:0005762; GO:0006412	structural constituent of ribosome [GO:0003735]	mitochondrial large ribosomal subunit [GO:0005762]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
PFX28382.1	A0A2B4SIT4	unreviewed	A0A2B4SIT4_STYPI	Pogo transposable element with KRAB domain	POGK AWC38_SpisGene6867	Stylophora pistillata (Smooth cauliflower coral)	254			GO:0003676	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]	POGK
CAH3131019.1	A0AAU9WZF9	unreviewed	A0AAU9WZF9_9CNID	Uncharacterized protein	PMEA_00014080	Pocillopora meandrina	1624	collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]		GO:0005201; GO:0005581; GO:0005615; GO:0031012	extracellular matrix structural constituent [GO:0005201]	collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; extracellular matrix structural constituent [GO:0005201]	
PFX13454.1	A0A2B4R543	unreviewed	A0A2B4R543_STYPI	Reverse transcriptase domain-containing protein	AWC38_SpisGene22462	Stylophora pistillata (Smooth cauliflower coral)	217						
KAK2573500.1	A0AAD9VGX2	unreviewed	A0AAD9VGX2_ACRCE	Transposon Ty3-G Gag-Pol polyprotein	P5673_001157	Acropora cervicornis (Staghorn coral)	1284		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
