From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)
XP_044176181.1	B3VMK3	unreviewed	B3VMK3_ACRMI	Triglyceride lipase		Acropora millepora (Staghorn coral) (Heteropora millepora)	352	extracellular space [GO:0005615]	lipid catabolic process [GO:0016042]	GO:0004806; GO:0005615; GO:0016042	triacylglycerol lipase activity [GO:0004806]	extracellular space [GO:0005615]; triacylglycerol lipase activity [GO:0004806]; lipid catabolic process [GO:0016042]
XP_022785125.1	A0A2B4SIG5	unreviewed	A0A2B4SIG5_STYPI	SPARC-related modular calcium-binding protein 2	SMOC2 AWC38_SpisGene6340	Stylophora pistillata (Smooth cauliflower coral)	530	extracellular space [GO:0005615]	establishment of protein localization to extracellular region [GO:0035592]	GO:0005509; GO:0005615; GO:0035592	calcium ion binding [GO:0005509]	extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; establishment of protein localization to extracellular region [GO:0035592]
XP_020916894.2	A0A913Y9D2	unreviewed	A0A913Y9D2_EXADI	RNase H type-1 domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	425		DNA metabolic process [GO:0006259]	GO:0003676; GO:0006259	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA metabolic process [GO:0006259]
XP_031553739.1	A0A6P8HBB0	unreviewed	A0A6P8HBB0_ACTTE	Uncharacterized protein LOC116290778 isoform X2	LOC116290778	Actinia tenebrosa (Australian red waratah sea anemone)	498		DNA repair [GO:0006281]	GO:0006281		DNA repair [GO:0006281]
XP_020898571.1	A0A913X428	unreviewed	A0A913X428_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	154					
XP_022792098.1	A0A2B4S807	unreviewed	A0A2B4S807_STYPI	Uncharacterized protein	AWC38_SpisGene10702	Stylophora pistillata (Smooth cauliflower coral)	245					
XP_027049575.1	A0A3M6TIS4	unreviewed	A0A3M6TIS4_POCDA	Integrase zinc-binding domain-containing protein	pdam_00022821	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	197					
XP_028513100.1	A0A913YCR7	unreviewed	A0A913YCR7_EXADI	Paraneoplastic antigen Ma-like C-terminal domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	222					
XP_022805873.1	A0A2B4RGB2	unreviewed	A0A2B4RGB2_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene19915	Stylophora pistillata (Smooth cauliflower coral)	1272	membrane [GO:0016020]	DNA integration [GO:0015074]	GO:0003676; GO:0004930; GO:0015074; GO:0016020	G protein-coupled receptor activity [GO:0004930]; nucleic acid binding [GO:0003676]	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
XP_020915719.1	A0A913Y700	unreviewed	A0A913Y700_EXADI	Tyr recombinase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	350		DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]
XP_022780689.1	A0A2B4T2A8	unreviewed	A0A2B4T2A8_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene370	Stylophora pistillata (Smooth cauliflower coral)	1166		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
XP_028513775.1	A0A913YEL8	unreviewed	A0A913YEL8_EXADI	Peptidase aspartic putative domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	1669					
XP_031570103.1	A0A6P8IVD3	unreviewed	A0A6P8IVD3_ACTTE	Uncharacterized protein LOC116304502	LOC116304502	Actinia tenebrosa (Australian red waratah sea anemone)	224			GO:0003676	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]
XP_022801182.1	A0A2B4RKG6	unreviewed	A0A2B4RKG6_STYPI	U6 snRNA-associated Sm-like protein LSm8	LSM8 AWC38_SpisGene16714	Stylophora pistillata (Smooth cauliflower coral)	75	precatalytic spliceosome [GO:0071011]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688]	mRNA splicing, via spliceosome [GO:0000398]	GO:0000398; GO:0003729; GO:0005688; GO:0046540; GO:0071011	mRNA binding [GO:0003729]	precatalytic spliceosome [GO:0071011]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688]; mRNA binding [GO:0003729]; mRNA splicing, via spliceosome [GO:0000398]
XP_027046022.1	A0A3M6TSB8	unreviewed	A0A3M6TSB8_POCDA	SRCR domain-containing protein	pdam_00024619	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	100					
XP_022786240.1	A0A2B4SGM9	unreviewed	A0A2B4SGM9_STYPI	Cytochrome c oxidase assembly factor 4-like, mitochondrial	COA4 AWC38_SpisGene7033	Stylophora pistillata (Smooth cauliflower coral)	87	mitochondrial intermembrane space [GO:0005758]	mitochondrial cytochrome c oxidase assembly [GO:0033617]	GO:0005758; GO:0033617		mitochondrial intermembrane space [GO:0005758]; mitochondrial cytochrome c oxidase assembly [GO:0033617]
XP_022109481.1	A0A8B8A0W9	unreviewed	A0A8B8A0W9_ACAPL	Uncharacterized protein K02A2.6-like	LOC110989418	Acanthaster planci (Crown-of-thorns starfish)	941			GO:0003676; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
XP_027055915.1	A0A3M6UJY8	unreviewed	A0A3M6UJY8_POCDA	Uncharacterized protein	pdam_00010720	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	186	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
XP_022801198.1	A0A2B4RRL1	unreviewed	A0A2B4RRL1_STYPI	Basement membrane-specific heparan sulfate proteoglycan core protein	HSPG2 AWC38_SpisGene16738	Stylophora pistillata (Smooth cauliflower coral)	675	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
XP_027060255.1	A0A3M6UIH7	unreviewed	A0A3M6UIH7_POCDA	Uncharacterized protein	pdam_00025832	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	650					
XP_028518059.1	A0A913YS96	unreviewed	A0A913YS96_EXADI	MADF domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	414					
XP_020901284.1	A0A913XB62	unreviewed	A0A913XB62_EXADI	Endonuclease/exonuclease/phosphatase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	339			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
XP_029196004.1	C9QNV4	unreviewed	C9QNV4_ACRMI	TEPP protein	TEPP	Acropora millepora (Staghorn coral) (Heteropora millepora)	231					
XP_022796616.1	A0A2B4SXZ5	unreviewed	A0A2B4SXZ5_STYPI	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	Tab2 AWC38_SpisGene1448	Stylophora pistillata (Smooth cauliflower coral)	360			GO:0008270; GO:0016301	kinase activity [GO:0016301]; zinc ion binding [GO:0008270]	kinase activity [GO:0016301]; zinc ion binding [GO:0008270]
XP_022794833.1	A0A2B4S1T4	unreviewed	A0A2B4S1T4_STYPI	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	NDUFS6 AWC38_SpisGene12455	Stylophora pistillata (Smooth cauliflower coral)	73	mitochondrion [GO:0005739]	mitochondrial electron transport, NADH to ubiquinone [GO:0006120]	GO:0005739; GO:0006120		mitochondrion [GO:0005739]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]
XP_020914963.1	A0A913Y574	unreviewed	A0A913Y574_EXADI	Alkylated DNA repair protein AlkB homologue 8 N-terminal domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	266			GO:0008168; GO:0016706	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; methyltransferase activity [GO:0008168]	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; methyltransferase activity [GO:0008168]
XP_020896017.1	A0A913WYD8	unreviewed	A0A913WYD8_EXADI	Endonuclease/exonuclease/phosphatase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	502			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
XP_027051714.1	A0A3M6TEB3	unreviewed	A0A3M6TEB3_POCDA	Ras-related protein Rab-3	pdam_00006144	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	221			GO:0003924; GO:0005525	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
XP_022806895.1	A0A2B4RD85	unreviewed	A0A2B4RD85_STYPI	Uncharacterized protein C1orf177-like	AWC38_SpisGene20685	Stylophora pistillata (Smooth cauliflower coral)	398					
XP_022791177.1	A0A2B4S3L8	unreviewed	A0A2B4S3L8_STYPI	Reverse transcriptase domain-containing protein	AWC38_SpisGene10084	Stylophora pistillata (Smooth cauliflower coral)	342					
XP_022809835.1	A0A2B4R975	unreviewed	A0A2B4R975_STYPI	Uncharacterized protein	AWC38_SpisGene23205	Stylophora pistillata (Smooth cauliflower coral)	301					
XP_022804883.1	A0A2B4RJI1	unreviewed	A0A2B4RJI1_STYPI	TRADD-like N-terminal domain-containing protein	AWC38_SpisGene19208	Stylophora pistillata (Smooth cauliflower coral)	728			GO:0003677	DNA binding [GO:0003677]	DNA binding [GO:0003677]
XP_028516370.1	A0A913YLM9	unreviewed	A0A913YLM9_EXADI	OTU domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	358					
XP_022780199.1	A0A2B4SPW0	unreviewed	A0A2B4SPW0_STYPI	Rhamnose-binding lectin	AWC38_SpisGene3193	Stylophora pistillata (Smooth cauliflower coral)	236			GO:0030246	carbohydrate binding [GO:0030246]	carbohydrate binding [GO:0030246]
XP_031552728.1	A0A6P8HC77	unreviewed	A0A6P8HC77_ACTTE	Uncharacterized protein LOC116289923	LOC116289923	Actinia tenebrosa (Australian red waratah sea anemone)	385			GO:0003676	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]
XP_031566002.1	A0A6P8IGP9	unreviewed	A0A6P8IGP9_ACTTE	Uncharacterized protein LOC116301131	LOC116301131	Actinia tenebrosa (Australian red waratah sea anemone)	188					
XP_022793447.1	A0A2B4S5U2	unreviewed	A0A2B4S5U2_STYPI	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	RPL6 AWC38_SpisGene11546	Stylophora pistillata (Smooth cauliflower coral)	239	cytosolic large ribosomal subunit [GO:0022625]	cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0022625	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]
XP_020894700.1	A0A913WVE0	unreviewed	A0A913WVE0_EXADI	C2H2-type domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	419			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
XP_022795476.1	A0A2B4S0J0	unreviewed	A0A2B4S0J0_STYPI	Putative ankyrin repeat protein	AWC38_SpisGene12901	Stylophora pistillata (Smooth cauliflower coral)	1054					
XP_020901657.1	A0A913XAP8	unreviewed	A0A913XAP8_EXADI	PiggyBac transposable element-derived protein domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	585					
XP_027041182.1	A0A3M6U2Z8	unreviewed	A0A3M6U2Z8_POCDA	60S ribosomal protein L11	pdam_00002676	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	179	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
XP_022798719.1	A0A2B4RW91	unreviewed	A0A2B4RW91_STYPI	Nascent polypeptide-associated complex subunit alpha	naca AWC38_SpisGene15061	Stylophora pistillata (Smooth cauliflower coral)	247	nascent polypeptide-associated complex [GO:0005854]		GO:0005854		nascent polypeptide-associated complex [GO:0005854]
XP_022790000.1	A0A2B4T0L9	unreviewed	A0A2B4T0L9_STYPI	Transgelin	TAGLN2 AWC38_SpisGene958	Stylophora pistillata (Smooth cauliflower coral)	195	actin cytoskeleton [GO:0015629]	actin filament organization [GO:0007015]	GO:0007015; GO:0015629; GO:0051015	actin filament binding [GO:0051015]	actin cytoskeleton [GO:0015629]; actin filament binding [GO:0051015]; actin filament organization [GO:0007015]
XP_031557639.1	A0A6P8HMQ3	unreviewed	A0A6P8HMQ3_ACTTE	Uncharacterized protein LOC116294225	LOC116294225	Actinia tenebrosa (Australian red waratah sea anemone)	438			GO:0004674; GO:0005524	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
XP_028517191.1	A0A913YSV0	unreviewed	A0A913YSV0_EXADI	C2H2-type domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	134					
XP_022785093.1	A0A2B4SJB8	unreviewed	A0A2B4SJB8_STYPI	Zinc finger MYM-type protein 1	ZMYM1 AWC38_SpisGene6284	Stylophora pistillata (Smooth cauliflower coral)	1481	transmembrane transporter complex [GO:1902495]	monoatomic ion transmembrane transport [GO:0034220]	GO:0022857; GO:0034220; GO:1902495	transmembrane transporter activity [GO:0022857]	transmembrane transporter complex [GO:1902495]; transmembrane transporter activity [GO:0022857]; monoatomic ion transmembrane transport [GO:0034220]
XP_020903546.2	A0A913XFT6	unreviewed	A0A913XFT6_EXADI	Craniofacial development protein 2-like		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	513					
XP_031565879.1	A0A6P8IGL3	unreviewed	A0A6P8IGL3_ACTTE	Uncharacterized protein LOC116301020	LOC116301020	Actinia tenebrosa (Australian red waratah sea anemone)	271		signal transduction [GO:0007165]	GO:0007165		signal transduction [GO:0007165]
XP_022795465.1	A0A2B4S0P4	unreviewed	A0A2B4S0P4_STYPI	Nucleolar protein 12	nol12 AWC38_SpisGene12861	Stylophora pistillata (Smooth cauliflower coral)	246	nucleolus [GO:0005730]		GO:0005730; GO:0019843	rRNA binding [GO:0019843]	nucleolus [GO:0005730]; rRNA binding [GO:0019843]
XP_031574733.1	A0A6P8JAI5	unreviewed	A0A6P8JAI5_ACTTE	Uncharacterized protein LOC116308454	LOC116308454	Actinia tenebrosa (Australian red waratah sea anemone)	475					
XP_029204241.1	B7T138	unreviewed	B7T138_ACRMI	SUEL-type lectin domain-containing protein		Acropora millepora (Staghorn coral) (Heteropora millepora)	294			GO:0030246	carbohydrate binding [GO:0030246]	carbohydrate binding [GO:0030246]
XP_020893408.1	A0A913WSG0	unreviewed	A0A913WSG0_EXADI	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase Q1)		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	548	chromosome [GO:0005694]; cytoplasm [GO:0005737]	double-strand break repair via homologous recombination [GO:0000724]	GO:0000724; GO:0003676; GO:0005524; GO:0005694; GO:0005737; GO:0009378; GO:0016853; GO:0043138	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; four-way junction helicase activity [GO:0009378]; isomerase activity [GO:0016853]; nucleic acid binding [GO:0003676]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; four-way junction helicase activity [GO:0009378]; isomerase activity [GO:0016853]; nucleic acid binding [GO:0003676]; double-strand break repair via homologous recombination [GO:0000724]
XP_022800815.1	A0A2B4RPQ4	unreviewed	A0A2B4RPQ4_STYPI	Calcineurin subunit B type 1	Ppp3r1 AWC38_SpisGene16444	Stylophora pistillata (Smooth cauliflower coral)	170			GO:0005509	calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]
XP_022786838.1	A0A2B4SD81	unreviewed	A0A2B4SD81_STYPI	Mutator-like transposase domain-containing protein	AWC38_SpisGene7406	Stylophora pistillata (Smooth cauliflower coral)	638					
XP_028519511.1	A0A913YZI0	unreviewed	A0A913YZI0_EXADI	RING-type domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	391			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
XP_031569612.1	A0A6P8IRV2	unreviewed	A0A6P8IRV2_ACTTE	ATP-dependent DNA helicase (EC 3.6.4.12)	LOC116304094	Actinia tenebrosa (Australian red waratah sea anemone)	545		DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]	GO:0000723; GO:0005524; GO:0006281; GO:0006310; GO:0009378; GO:0016787; GO:0036121; GO:0061749; GO:1990518	ATP binding [GO:0005524]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; hydrolase activity [GO:0016787]; single-stranded 3'-5' DNA helicase activity [GO:1990518]	ATP binding [GO:0005524]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; hydrolase activity [GO:0016787]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]
XP_038071222.1	A0A914B6Y7	unreviewed	A0A914B6Y7_PATMI	Reverse transcriptase domain-containing protein		Patiria miniata (Bat star) (Asterina miniata)	183					
XP_021341633.1	A0A210PHE4	unreviewed	A0A210PHE4_MIZYE	Uncharacterized protein	KP79_PYT09726	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	389					
XP_022783685.1	A0A2B4SMS7	unreviewed	A0A2B4SMS7_STYPI	PiggyBac transposable element-derived protein 1	PGBD1 AWC38_SpisGene5453	Stylophora pistillata (Smooth cauliflower coral)	1309					
XP_022798031.1	A0A2B4RWL9	unreviewed	A0A2B4RWL9_STYPI	E3 ubiquitin protein ligase (EC 2.3.2.27)	RNF40 AWC38_SpisGene14580	Stylophora pistillata (Smooth cauliflower coral)	900	HULC complex [GO:0033503]; nucleus [GO:0005634]	chromatin organization [GO:0006325]; protein ubiquitination [GO:0016567]	GO:0005634; GO:0006325; GO:0008270; GO:0016567; GO:0033503; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	HULC complex [GO:0033503]; nucleus [GO:0005634]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; chromatin organization [GO:0006325]; protein ubiquitination [GO:0016567]
XP_022791981.1	A0A2B4S8H3	unreviewed	A0A2B4S8H3_STYPI	MADF domain-containing protein	AWC38_SpisGene10616	Stylophora pistillata (Smooth cauliflower coral)	188					
XP_038050883.1	A0A913ZGH4	unreviewed	A0A913ZGH4_PATMI	Reverse transcriptase domain-containing protein		Patiria miniata (Bat star) (Asterina miniata)	243	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
XP_022787106.1	A0A2B4SCV7	unreviewed	A0A2B4SCV7_STYPI	Uncharacterized protein	AWC38_SpisGene7592	Stylophora pistillata (Smooth cauliflower coral)	295					
XP_022810028.1	A0A2B4R741	unreviewed	A0A2B4R741_STYPI	type I protein arginine methyltransferase (EC 2.1.1.319)	CARM1 AWC38_SpisGene23372	Stylophora pistillata (Smooth cauliflower coral)	599	cytoplasm [GO:0005737]; nucleus [GO:0005634]	methylation [GO:0032259]	GO:0005634; GO:0005737; GO:0032259; GO:0035242; GO:0035642; GO:0044020; GO:0062122; GO:0070611; GO:0140592; GO:0140759; GO:0140903; GO:0140984; GO:1990259	histone H2AQ104 methyltransferase activity [GO:1990259]; histone H3K37 methyltransferase activity [GO:0062122]; histone H3K56 methyltransferase activity [GO:0140759]; histone H3R17 methyltransferase activity [GO:0035642]; histone H3R2 methyltransferase activity [GO:0070611]; histone H3R26 methyltransferase activity [GO:0140903]; histone H3R8 methyltransferase activity [GO:0140592]; histone H4K12 methyltransferase activity [GO:0140984]; histone H4R3 methyltransferase activity [GO:0044020]; protein-arginine omega-N asymmetric methyltransferase activity [GO:0035242]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; histone H2AQ104 methyltransferase activity [GO:1990259]; histone H3K37 methyltransferase activity [GO:0062122]; histone H3K56 methyltransferase activity [GO:0140759]; histone H3R17 methyltransferase activity [GO:0035642]; histone H3R2 methyltransferase activity [GO:0070611]; histone H3R26 methyltransferase activity [GO:0140903]; histone H3R8 methyltransferase activity [GO:0140592]; histone H4K12 methyltransferase activity [GO:0140984]; histone H4R3 methyltransferase activity [GO:0044020]; protein-arginine omega-N asymmetric methyltransferase activity [GO:0035242]; methylation [GO:0032259]
XP_022802642.1	A0A2B4RK55	unreviewed	A0A2B4RK55_STYPI	THAP-type domain-containing protein	AWC38_SpisGene17662	Stylophora pistillata (Smooth cauliflower coral)	485			GO:0003677; GO:0008270	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
XP_020901891.1	A0A913XBD8	unreviewed	A0A913XBD8_EXADI	Mab-21-like nucleotidyltransferase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	471			GO:0016779; GO:0046872	metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]	metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]
XP_022805781.1	A0A2B4SVJ1	unreviewed	A0A2B4SVJ1_STYPI	Large ribosomal subunit protein eL14 (60S ribosomal protein L14)	RPL14 AWC38_SpisGene2035	Stylophora pistillata (Smooth cauliflower coral)	136	cytosolic large ribosomal subunit [GO:0022625]	ribosomal large subunit biogenesis [GO:0042273]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:0042273	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ribosomal large subunit biogenesis [GO:0042273]; translation [GO:0006412]
XP_022792009.1	A0A2B4S5T5	unreviewed	A0A2B4S5T5_STYPI	Mitogen-activated protein kinase kinase kinase A	mkkA AWC38_SpisGene10631	Stylophora pistillata (Smooth cauliflower coral)	1499	membrane [GO:0016020]		GO:0004674; GO:0005524; GO:0016020	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	membrane [GO:0016020]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
XP_020896132.1	A0A913WYM9	unreviewed	A0A913WYM9_EXADI	Replication factor A C-terminal domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	338					
XP_031551606.1	A0A6P8H7Z0	unreviewed	A0A6P8H7Z0_ACTTE	Inhibitor of growth protein 3-like	LOC116288882	Actinia tenebrosa (Australian red waratah sea anemone)	158	nucleus [GO:0005634]		GO:0005634; GO:0008270	zinc ion binding [GO:0008270]	nucleus [GO:0005634]; zinc ion binding [GO:0008270]
XP_022793682.1	A0A2B4S5D3	unreviewed	A0A2B4S5D3_STYPI	DUF3504 domain-containing protein	AWC38_SpisGene11692	Stylophora pistillata (Smooth cauliflower coral)	135		DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]
XP_027056738.1	A0A3M6UK10	unreviewed	A0A3M6UK10_POCDA	Large ribosomal subunit protein uL5 N-terminal domain-containing protein	pdam_00023041	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	103	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
XP_031557774.1	A0A6P8HN26	unreviewed	A0A6P8HN26_ACTTE	Uncharacterized protein LOC116294328	LOC116294328	Actinia tenebrosa (Australian red waratah sea anemone)	411					
XP_031557602.1	A0A6P8HYB0	unreviewed	A0A6P8HYB0_ACTTE	Uncharacterized protein LOC116294192	LOC116294192	Actinia tenebrosa (Australian red waratah sea anemone)	969					
XP_031556377.1	A0A6P8HUU9	unreviewed	A0A6P8HUU9_ACTTE	ATP-dependent DNA helicase (EC 3.6.4.12)	LOC116293120	Actinia tenebrosa (Australian red waratah sea anemone)	388		DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]	GO:0000723; GO:0005524; GO:0006281; GO:0006310; GO:0009378; GO:0016787; GO:0036121; GO:0061749; GO:1990518	ATP binding [GO:0005524]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; hydrolase activity [GO:0016787]; single-stranded 3'-5' DNA helicase activity [GO:1990518]	ATP binding [GO:0005524]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; hydrolase activity [GO:0016787]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]
XP_031570335.1	A0A6P8IWA7	unreviewed	A0A6P8IWA7_ACTTE	Uncharacterized protein LOC116304704	LOC116304704	Actinia tenebrosa (Australian red waratah sea anemone)	242					
XP_044184860.1	Q95WF8	unreviewed	Q95WF8_ACRMI	Nuclear receptor AmNR6		Acropora millepora (Staghorn coral) (Heteropora millepora)	340	nucleus [GO:0005634]; transcription regulator complex [GO:0005667]	cellular response to corticotropin-releasing hormone stimulus [GO:0071376]	GO:0000978; GO:0000981; GO:0005634; GO:0005667; GO:0008270; GO:0035259; GO:0071376	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; nuclear glucocorticoid receptor binding [GO:0035259]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; transcription regulator complex [GO:0005667]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; nuclear glucocorticoid receptor binding [GO:0035259]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]; cellular response to corticotropin-releasing hormone stimulus [GO:0071376]
XP_027055362.1	A0A3M6T5I1	unreviewed	A0A3M6T5I1_POCDA	Uncharacterized protein	pdam_00019458	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	247					
XP_020905737.1	A0A913XJD9	unreviewed	A0A913XJD9_EXADI	Reverse transcriptase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	354		proteolysis [GO:0006508]	GO:0004190; GO:0006508	aspartic-type endopeptidase activity [GO:0004190]	aspartic-type endopeptidase activity [GO:0004190]; proteolysis [GO:0006508]
