From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)
KAK2565405.1	A0AAD9QQU3	unreviewed	A0AAD9QQU3_ACRCE	Uncharacterized protein	P5673_010454	Acropora cervicornis (Staghorn coral)	2559	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
CAH3114519.1	A0AAU9WJB7	unreviewed	A0AAU9WJB7_9CNID	Endonuclease/exonuclease/phosphatase domain-containing protein	PMEA_00005497	Pocillopora meandrina	293			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
KAJ7340410.1	A0A9W9YGT6	unreviewed	A0A9W9YGT6_9CNID	Radical S-adenosyl methionine domain-containing protein 1, mitochondrial (Putative heme chaperone)	RSAD1 OS493_003156	Desmophyllum pertusum	455	mitochondrion [GO:0005739]	porphyrin-containing compound biosynthetic process [GO:0006779]	GO:0004109; GO:0005739; GO:0006779; GO:0046872; GO:0051539	4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]	mitochondrion [GO:0005739]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; porphyrin-containing compound biosynthetic process [GO:0006779]
KAK2560856.1	A0AAD9QH50	unreviewed	A0AAD9QH50_ACRCE	Dermatan-sulfate epimerase-like protein	P5673_016668	Acropora cervicornis (Staghorn coral)	1122	membrane [GO:0016020]	chondroitin sulfate metabolic process [GO:0030204]; dermatan sulfate metabolic process [GO:0030205]	GO:0008146; GO:0016020; GO:0030204; GO:0030205; GO:0047757	chondroitin-glucuronate 5-epimerase activity [GO:0047757]; sulfotransferase activity [GO:0008146]	membrane [GO:0016020]; chondroitin-glucuronate 5-epimerase activity [GO:0047757]; sulfotransferase activity [GO:0008146]; chondroitin sulfate metabolic process [GO:0030204]; dermatan sulfate metabolic process [GO:0030205]
KAK2552428.1	A0AAD9Q0C8	unreviewed	A0AAD9Q0C8_ACRCE	Protein kinase domain-containing protein	P5673_026513	Acropora cervicornis (Staghorn coral)	158			GO:0004672; GO:0005524	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
KAK2557266.1	A0AAD9V118	unreviewed	A0AAD9V118_ACRCE	Forkhead box protein L2	P5673_020759	Acropora cervicornis (Staghorn coral)	386	nucleus [GO:0005634]	anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]	GO:0000978; GO:0000981; GO:0005634; GO:0009653; GO:0030154	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]
KAK0144571.1	A0AA47NZD3	unreviewed	A0AA47NZD3_MERPO	Gypsy retrotransposon integrase-like protein 1	POL_17 N1851_017079	Merluccius polli (Benguela hake) (Merluccius cadenati)	1210		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0008270; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]
KAK2556174.1	A0AAD9UZX9	unreviewed	A0AAD9UZX9_ACRCE	X-box-binding protein 1	P5673_021771	Acropora cervicornis (Staghorn coral)	288	nucleus [GO:0005634]		GO:0000977; GO:0000981; GO:0005634	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
KAK2552011.1	A0AAD9PZR2	unreviewed	A0AAD9PZR2_ACRCE	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase BLM)	P5673_027025	Acropora cervicornis (Staghorn coral)	473	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]	double-strand break repair via homologous recombination [GO:0000724]	GO:0000724; GO:0003676; GO:0005524; GO:0005634; GO:0005694; GO:0005737; GO:0009378; GO:0016853; GO:0043138	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; four-way junction helicase activity [GO:0009378]; isomerase activity [GO:0016853]; nucleic acid binding [GO:0003676]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; four-way junction helicase activity [GO:0009378]; isomerase activity [GO:0016853]; nucleic acid binding [GO:0003676]; double-strand break repair via homologous recombination [GO:0000724]
KAK2563225.1	A0AAD9V754	unreviewed	A0AAD9V754_ACRCE	Anoctamin	P5673_013579	Acropora cervicornis (Staghorn coral)	948	plasma membrane [GO:0005886]		GO:0005254; GO:0005886; GO:0046983	chloride channel activity [GO:0005254]; protein dimerization activity [GO:0046983]	plasma membrane [GO:0005886]; chloride channel activity [GO:0005254]; protein dimerization activity [GO:0046983]
KAK2558877.1	A0AAD9QCP6	unreviewed	A0AAD9QCP6_ACRCE	DUF2439 domain-containing protein	P5673_018491	Acropora cervicornis (Staghorn coral)	117					
KAK2567071.1	A0AAD9QTG9	unreviewed	A0AAD9QTG9_ACRCE	Uncharacterized protein	P5673_008861	Acropora cervicornis (Staghorn coral)	591	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
CAH3158294.1	A0AAU9XTF6	unreviewed	A0AAU9XTF6_9CNID	YqaJ viral recombinase domain-containing protein	PMEA_00030516	Pocillopora meandrina	263		DNA repair [GO:0006281]	GO:0006281		DNA repair [GO:0006281]
KAK2552671.1	A0AAD9Q0Z6	unreviewed	A0AAD9Q0Z6_ACRCE	Uncharacterized protein	P5673_026050	Acropora cervicornis (Staghorn coral)	431					
KAK2549285.1	A0AAD9PUF7	unreviewed	A0AAD9PUF7_ACRCE	SF3 helicase domain-containing protein	P5673_030273	Acropora cervicornis (Staghorn coral)	219					
KAK2557277.1	A0AAD9Q9L1	unreviewed	A0AAD9Q9L1_ACRCE	L-tyrosine decarboxylase	P5673_020367	Acropora cervicornis (Staghorn coral)	968		carboxylic acid metabolic process [GO:0019752]	GO:0016830; GO:0019752; GO:0030170	carbon-carbon lyase activity [GO:0016830]; pyridoxal phosphate binding [GO:0030170]	carbon-carbon lyase activity [GO:0016830]; pyridoxal phosphate binding [GO:0030170]; carboxylic acid metabolic process [GO:0019752]
CAH1245979.1	A0A8J9Z2J1	unreviewed	A0A8J9Z2J1_BRALA	MRC1 protein	MRC1 BLAG_LOCUS8151	Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	2585			GO:0030246	carbohydrate binding [GO:0030246]	carbohydrate binding [GO:0030246]
KAK2566664.1	A0AAD9QSQ7	unreviewed	A0AAD9QSQ7_ACRCE	Uncharacterized protein	P5673_009327	Acropora cervicornis (Staghorn coral)	164					
KAJ7374606.1	A0A9X0CT64	unreviewed	A0A9X0CT64_9CNID	G-protein coupled receptors family 1 profile domain-containing protein	OS493_004944	Desmophyllum pertusum	319	plasma membrane [GO:0005886]		GO:0004977; GO:0005886	melanocortin receptor activity [GO:0004977]	plasma membrane [GO:0005886]; melanocortin receptor activity [GO:0004977]
KAK2572617.1	A0AAD9R3S0	unreviewed	A0AAD9R3S0_ACRCE	Proline-rich protein 5	P5673_002889	Acropora cervicornis (Staghorn coral)	317	TORC2 complex [GO:0031932]	TORC2 signaling [GO:0038203]	GO:0031932; GO:0038203		TORC2 complex [GO:0031932]; TORC2 signaling [GO:0038203]
KAK2565588.1	A0AAD9QQG8	unreviewed	A0AAD9QQG8_ACRCE	Ubiquitin carboxyl-terminal hydrolase 7 (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)	P5673_010714	Acropora cervicornis (Staghorn coral)	669		protein deubiquitination [GO:0016579]	GO:0004843; GO:0016579	cysteine-type deubiquitinase activity [GO:0004843]	cysteine-type deubiquitinase activity [GO:0004843]; protein deubiquitination [GO:0016579]
CAH3123021.1	A0AAU9WRR0	unreviewed	A0AAU9WRR0_9CNID	DNA/RNA non-specific endonuclease/pyrophosphatase/phosphodiesterase domain-containing protein	PMEA_00009434	Pocillopora meandrina	371			GO:0003676; GO:0016787; GO:0046872	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]
KAK2563833.1	A0AAD9QM28	unreviewed	A0AAD9QM28_ACRCE	Uncharacterized protein	P5673_012837	Acropora cervicornis (Staghorn coral)	603					
KAK2560818.1	A0AAD9QGC9	unreviewed	A0AAD9QGC9_ACRCE	Uncharacterized protein	P5673_016621	Acropora cervicornis (Staghorn coral)	607					
KAK2555605.1	A0AAD9UZS8	unreviewed	A0AAD9UZS8_ACRCE	Uncharacterized protein	P5673_022626	Acropora cervicornis (Staghorn coral)	308					
PFX34442.1	A0A2B4T0X4	unreviewed	A0A2B4T0X4_STYPI	Integrase catalytic domain-containing protein	AWC38_SpisGene696	Stylophora pistillata (Smooth cauliflower coral)	966		DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]
PFX21177.1	A0A2B4RXW5	unreviewed	A0A2B4RXW5_STYPI	Uncharacterized protein	AWC38_SpisGene14335	Stylophora pistillata (Smooth cauliflower coral)	537					
KAK2563311.1	A0AAD9V6Q0	unreviewed	A0AAD9V6Q0_ACRCE	Uncharacterized protein	P5673_013683	Acropora cervicornis (Staghorn coral)	301					
KAJ7376500.1	A0A9X0CUW6	unreviewed	A0A9X0CUW6_9CNID	Uncharacterized protein	OS493_034236	Desmophyllum pertusum	369					
KAJ7354943.1	A0A9X0CKR2	unreviewed	A0A9X0CKR2_9CNID	Uncharacterized protein	OS493_029052	Desmophyllum pertusum	342					
CAH3124079.1	A0AAU9WSA8	unreviewed	A0AAU9WSA8_9CNID	FLYWCH-type domain-containing protein	PMEA_00011712	Pocillopora meandrina	265			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
KAJ7379783.1	A0A9X0CZ59	unreviewed	A0A9X0CZ59_9CNID	Tumor necrosis factor	tnfsf10l_3 OS493_012529	Desmophyllum pertusum	206	extracellular space [GO:0005615]; membrane [GO:0016020]	immune response [GO:0006955]	GO:0005125; GO:0005164; GO:0005615; GO:0006955; GO:0016020	cytokine activity [GO:0005125]; tumor necrosis factor receptor binding [GO:0005164]	extracellular space [GO:0005615]; membrane [GO:0016020]; cytokine activity [GO:0005125]; tumor necrosis factor receptor binding [GO:0005164]; immune response [GO:0006955]
KAJ7333541.1	A0A9W9YC74	unreviewed	A0A9W9YC74_9CNID	ATP-binding cassette sub- D member 2	ABCD2 OS493_017078	Desmophyllum pertusum	730	peroxisomal membrane [GO:0005778]	fatty acid beta-oxidation [GO:0006635]; long-chain fatty acid import into peroxisome [GO:0015910]; peroxisome organization [GO:0007031]; very long-chain fatty acid catabolic process [GO:0042760]	GO:0005324; GO:0005524; GO:0005778; GO:0006635; GO:0007031; GO:0015910; GO:0016887; GO:0042760; GO:0140359	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; long-chain fatty acid transmembrane transporter activity [GO:0005324]	peroxisomal membrane [GO:0005778]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; long-chain fatty acid transmembrane transporter activity [GO:0005324]; fatty acid beta-oxidation [GO:0006635]; long-chain fatty acid import into peroxisome [GO:0015910]; peroxisome organization [GO:0007031]; very long-chain fatty acid catabolic process [GO:0042760]
KAK2547733.1	A0AAD9PRH6	unreviewed	A0AAD9PRH6_ACRCE	Bifunctional peptidase and arginyl-hydroxylase JMJD5	P5673_032200	Acropora cervicornis (Staghorn coral)	520					
KAK2570882.1	A0AAD9R0Q6	unreviewed	A0AAD9R0Q6_ACRCE	BTB/POZ domain-containing protein 6	P5673_004594	Acropora cervicornis (Staghorn coral)	449	cytosol [GO:0005829]	neurogenesis [GO:0022008]	GO:0005829; GO:0022008		cytosol [GO:0005829]; neurogenesis [GO:0022008]
KAK2572925.1	A0AAD9R4I8	unreviewed	A0AAD9R4I8_ACRCE	Pro-Pol polyprotein	P5673_001937	Acropora cervicornis (Staghorn coral)	1318		DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]
KAK2571088.1	A0AAD9R1E0	unreviewed	A0AAD9R1E0_ACRCE	Metalloendopeptidase (EC 3.4.24.-)	P5673_003645	Acropora cervicornis (Staghorn coral)	395		proteolysis [GO:0006508]	GO:0004222; GO:0006508; GO:0008270	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]
KAK2548537.1	A0AAD9USY6	unreviewed	A0AAD9USY6_ACRCE	Protein mab-21-like	P5673_031204	Acropora cervicornis (Staghorn coral)	666			GO:0005524; GO:0016779; GO:0046872	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleotidyltransferase activity [GO:0016779]
PFX35020.1	A0A2B4T1K8	unreviewed	A0A2B4T1K8_STYPI	Putative RNA-directed DNA polymerase from transposon X-element	AWC38_SpisGene202	Stylophora pistillata (Smooth cauliflower coral)	637			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]
KAK2558361.1	A0AAD9V239	unreviewed	A0AAD9V239_ACRCE	Protein DEK	P5673_019507	Acropora cervicornis (Staghorn coral)	433	nucleus [GO:0005634]	chromatin organization [GO:0006325]; regulation of double-strand break repair [GO:2000779]	GO:0003677; GO:0005634; GO:0006325; GO:0042393; GO:2000779	DNA binding [GO:0003677]; histone binding [GO:0042393]	nucleus [GO:0005634]; DNA binding [GO:0003677]; histone binding [GO:0042393]; chromatin organization [GO:0006325]; regulation of double-strand break repair [GO:2000779]
KAK2554497.1	A0AAD9Q497	unreviewed	A0AAD9Q497_ACRCE	Indian hedgehog protein	P5673_023940	Acropora cervicornis (Staghorn coral)	414		cell-cell signaling [GO:0007267]; intein-mediated protein splicing [GO:0016539]; protein autoprocessing [GO:0016540]; system development [GO:0048731]	GO:0007267; GO:0016539; GO:0016540; GO:0048731		cell-cell signaling [GO:0007267]; intein-mediated protein splicing [GO:0016539]; protein autoprocessing [GO:0016540]; system development [GO:0048731]
KAK2574452.1	A0AAD9R7F1	unreviewed	A0AAD9R7F1_ACRCE	Selenoprotein H	P5673_000621	Acropora cervicornis (Staghorn coral)	103					
CAH3033938.1	A0AAU9VRZ6	unreviewed	A0AAU9VRZ6_9CNID	Transposable element P transposase-like RNase H domain-containing protein	PMEA_00010389	Pocillopora meandrina	337					
KAK2547354.1	A0AAD9URK4	unreviewed	A0AAD9URK4_ACRCE	Endonuclease/exonuclease/phosphatase domain-containing protein	P5673_032762	Acropora cervicornis (Staghorn coral)	534					
KAK2566397.1	A0AAD9QS60	unreviewed	A0AAD9QS60_ACRCE	Uncharacterized protein	P5673_009903	Acropora cervicornis (Staghorn coral)	425					
KAK2556911.1	A0AAD9Q9L9	unreviewed	A0AAD9Q9L9_ACRCE	Uncharacterized protein	P5673_021129	Acropora cervicornis (Staghorn coral)	353	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
KAK2570874.1	A0AAD9VDZ2	unreviewed	A0AAD9VDZ2_ACRCE	Carbohydrate sulfotransferase (EC 2.8.2.-)	P5673_004585	Acropora cervicornis (Staghorn coral)	411	Golgi membrane [GO:0000139]	carbohydrate biosynthetic process [GO:0016051]	GO:0000139; GO:0005525; GO:0008146; GO:0016051	GTP binding [GO:0005525]; sulfotransferase activity [GO:0008146]	Golgi membrane [GO:0000139]; GTP binding [GO:0005525]; sulfotransferase activity [GO:0008146]; carbohydrate biosynthetic process [GO:0016051]
KAK2565411.1	A0AAD9V8P5	unreviewed	A0AAD9V8P5_ACRCE	Calumenin-B	P5673_010464	Acropora cervicornis (Staghorn coral)	337	endoplasmic reticulum [GO:0005783]		GO:0005509; GO:0005783	calcium ion binding [GO:0005509]	endoplasmic reticulum [GO:0005783]; calcium ion binding [GO:0005509]
KAK2558134.1	A0AAD9QB89	unreviewed	A0AAD9QB89_ACRCE	Protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1	P5673_019716	Acropora cervicornis (Staghorn coral)	430	nucleus [GO:0005634]		GO:0004518; GO:0005634; GO:0046872	metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	nucleus [GO:0005634]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]
CAB3996267.1	A0A6S7HQJ8	unreviewed	A0A6S7HQJ8_PARCT	Uncharacterized protein	PACLA_8A086259	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	566			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
KAK2564169.1	A0AAD9V7M2	unreviewed	A0AAD9V7M2_ACRCE	Uncharacterized protein	P5673_012409	Acropora cervicornis (Staghorn coral)	123					
KAK2557027.1	A0AAD9V0W4	unreviewed	A0AAD9V0W4_ACRCE	Uncharacterized protein	P5673_020877	Acropora cervicornis (Staghorn coral)	371					
KAK2548047.1	A0AAD9PS31	unreviewed	A0AAD9PS31_ACRCE	Sushi	P5673_031881	Acropora cervicornis (Staghorn coral)	381	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
KAK2562323.1	A0AAD9V5T3	unreviewed	A0AAD9V5T3_ACRCE	RNA-directed DNA polymerase from mobile element jockey	P5673_014596	Acropora cervicornis (Staghorn coral)	326			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]
KAK2551587.1	A0AAD9PYN4	unreviewed	A0AAD9PYN4_ACRCE	Uncharacterized protein	P5673_027567	Acropora cervicornis (Staghorn coral)	206					
KAJ7370422.1	A0A9X0CNP0	unreviewed	A0A9X0CNP0_9CNID	Protein kinase domain-containing protein	OS493_032312	Desmophyllum pertusum	382	cytoplasm [GO:0005737]		GO:0004674; GO:0005524; GO:0005737	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
KAK2568020.1	A0AAD9QV91	unreviewed	A0AAD9QV91_ACRCE	T-box transcription factor TBX20	P5673_007929	Acropora cervicornis (Staghorn coral)	361	chromatin [GO:0000785]; nucleus [GO:0005634]	cell fate specification [GO:0001708]; positive regulation of DNA-templated transcription [GO:0045893]; system development [GO:0048731]	GO:0000785; GO:0000978; GO:0000981; GO:0001708; GO:0005634; GO:0045893; GO:0048731	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	chromatin [GO:0000785]; nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; cell fate specification [GO:0001708]; positive regulation of DNA-templated transcription [GO:0045893]; system development [GO:0048731]
CAB3985927.1	A0A6S7GDD1	unreviewed	A0A6S7GDD1_PARCT	Uncharacterized protein	PACLA_8A030510	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	177					
KAJ7374765.1	A0A9W9Z4D5	unreviewed	A0A9W9Z4D5_9CNID	E3 ubiquitin-protein ligase (EC 2.3.2.27)	OS493_005113	Desmophyllum pertusum	718	cytoplasm [GO:0005737]	Notch signaling pathway [GO:0007219]; protein ubiquitination [GO:0016567]	GO:0005737; GO:0007219; GO:0008270; GO:0016567; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; Notch signaling pathway [GO:0007219]; protein ubiquitination [GO:0016567]
KAK2551932.1	A0AAD9PZB4	unreviewed	A0AAD9PZB4_ACRCE	Major facilitator superfamily domain-containing protein 12	P5673_027181	Acropora cervicornis (Staghorn coral)	530	plasma membrane [GO:0005886]	carbohydrate transport [GO:0008643]	GO:0005886; GO:0008643; GO:0015293	symporter activity [GO:0015293]	plasma membrane [GO:0005886]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]
CAH3163519.1	A0AAU9Y243	unreviewed	A0AAU9Y243_9CNID	Transposase	PMEA_00035516	Pocillopora meandrina	748					
PFX33126.1	A0A2B4SUV9	unreviewed	A0A2B4SUV9_STYPI	Retrovirus-related Pol polyprotein from transposon TNT 1-94	AWC38_SpisGene2003	Stylophora pistillata (Smooth cauliflower coral)	480		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
