From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
XP_027047887.1	A0A3M6TN56	unreviewed	A0A3M6TN56_POCDA	CARD domain-containing protein	pdam_00005104	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	411		regulation of apoptotic process [GO:0042981]	GO:0002020; GO:0042981; GO:0070513	death domain binding [GO:0070513]; protease binding [GO:0002020]	death domain binding [GO:0070513]; protease binding [GO:0002020]; regulation of apoptotic process [GO:0042981]	
XP_027038146.1	A0A3M6UAM7	unreviewed	A0A3M6UAM7_POCDA	Uncharacterized protein	pdam_00013193	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	246						
XP_027051463.1	A0A3M6V179	unreviewed	A0A3M6V179_POCDA	Cytochrome b5 domain-containing protein 1	pdam_00011894	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	220	cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]		GO:0005737; GO:0005856; GO:0042995; GO:0046872	metal ion binding [GO:0046872]	cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; metal ion binding [GO:0046872]	
XP_022803083.1	A0A2B4T2Y2	unreviewed	A0A2B4T2Y2_STYPI	UPAR/Ly6 domain-containing protein	AWC38_SpisGene47	Stylophora pistillata (Smooth cauliflower coral)	149	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027052515.1	A0A3M6TC30	unreviewed	A0A3M6TC30_POCDA	Peptidase M16C associated domain-containing protein	pdam_00018913	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1368	mitochondrial matrix [GO:0005759]	protein processing [GO:0016485]	GO:0004222; GO:0005759; GO:0016485; GO:0046872	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	mitochondrial matrix [GO:0005759]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; protein processing [GO:0016485]	
XP_027037279.1	A0A3M6UD05	unreviewed	A0A3M6UD05_POCDA	Uncharacterized protein	pdam_00020345	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	608			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]	
XP_027059203.1	A0A3M6URQ4	unreviewed	A0A3M6URQ4_POCDA	G-protein coupled receptors family 1 profile domain-containing protein	pdam_00011683	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	318	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
XP_027041353.1	A0A3M6U2Z2	unreviewed	A0A3M6U2Z2_POCDA	Protein SREK1IP1	pdam_00005350	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	190			GO:0003676; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	
XP_027060341.1	A0A3M6UIC9	unreviewed	A0A3M6UIC9_POCDA	Protein-serine/threonine kinase (EC 2.7.11.-)	pdam_00017031	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	422	mitochondrial matrix [GO:0005759]	regulation of glucose metabolic process [GO:0010906]	GO:0004740; GO:0005524; GO:0005759; GO:0010906	ATP binding [GO:0005524]; pyruvate dehydrogenase (acetyl-transferring) kinase activity [GO:0004740]	mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; pyruvate dehydrogenase (acetyl-transferring) kinase activity [GO:0004740]; regulation of glucose metabolic process [GO:0010906]	
XP_027047423.1	A0A3M6TP37	unreviewed	A0A3M6TP37_POCDA	Peptidase S1 domain-containing protein	pdam_00009710	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	303	extracellular space [GO:0005615]	proteolysis [GO:0006508]	GO:0004252; GO:0005615; GO:0006508	serine-type endopeptidase activity [GO:0004252]	extracellular space [GO:0005615]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	
XP_027040441.1	A0A3M6U528	unreviewed	A0A3M6U528_POCDA	Methyltransferase domain-containing protein	pdam_00001632	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	225		methylation [GO:0032259]	GO:0008168; GO:0032259	methyltransferase activity [GO:0008168]	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	
XP_027057536.1	A0A3M6UUQ3	unreviewed	A0A3M6UUQ3_POCDA	Matrin-type domain-containing protein	pdam_00007008	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	205	spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]	mRNA splicing, via spliceosome [GO:0000398]	GO:0000398; GO:0003676; GO:0005681; GO:0008270; GO:0046540	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; mRNA splicing, via spliceosome [GO:0000398]	
XP_027041946.1	A0A3M6U1D5	unreviewed	A0A3M6U1D5_POCDA	Sec20 C-terminal domain-containing protein	pdam_00002117	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	232	endoplasmic reticulum membrane [GO:0005789]; SNARE complex [GO:0031201]	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	GO:0005484; GO:0005789; GO:0006890; GO:0031201	SNAP receptor activity [GO:0005484]	endoplasmic reticulum membrane [GO:0005789]; SNARE complex [GO:0031201]; SNAP receptor activity [GO:0005484]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	
XP_027044086.1	A0A3M6V1W1	unreviewed	A0A3M6V1W1_POCDA	Wiskott-Aldrich syndrome protein family member (WASP family protein member)	pdam_00007307	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	470	cytoskeleton [GO:0005856]; SCAR complex [GO:0031209]	actin cytoskeleton organization [GO:0030036]; positive regulation of Arp2/3 complex-mediated actin nucleation [GO:2000601]	GO:0003779; GO:0005856; GO:0030036; GO:0031209; GO:0034237; GO:0071933; GO:2000601	actin binding [GO:0003779]; Arp2/3 complex binding [GO:0071933]; protein kinase A regulatory subunit binding [GO:0034237]	cytoskeleton [GO:0005856]; SCAR complex [GO:0031209]; actin binding [GO:0003779]; Arp2/3 complex binding [GO:0071933]; protein kinase A regulatory subunit binding [GO:0034237]; actin cytoskeleton organization [GO:0030036]; positive regulation of Arp2/3 complex-mediated actin nucleation [GO:2000601]	
XP_027047837.1	A0A3M6TNL9	unreviewed	A0A3M6TNL9_POCDA	GRIP domain-containing protein	pdam_00005136	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	769	Golgi apparatus [GO:0005794]		GO:0005794		Golgi apparatus [GO:0005794]	
XP_022797924.1	A0A2B4RXG6	unreviewed	A0A2B4RXG6_STYPI	Uncharacterized protein	AWC38_SpisGene14495	Stylophora pistillata (Smooth cauliflower coral)	596	membrane [GO:0016020]	positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of JNK cascade [GO:0046330]	GO:0016020; GO:0038023; GO:0043123; GO:0046330	signaling receptor activity [GO:0038023]	membrane [GO:0016020]; signaling receptor activity [GO:0038023]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of JNK cascade [GO:0046330]	
XP_027051225.1	A0A3M6V069	unreviewed	A0A3M6V069_POCDA	ETS domain-containing protein	pdam_00014016	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	268	nucleus [GO:0005634]	cell differentiation [GO:0030154]	GO:0000981; GO:0005634; GO:0030154; GO:0043565	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; cell differentiation [GO:0030154]	
XP_027043785.1	A0A3M6TXJ5	unreviewed	A0A3M6TXJ5_POCDA	SERTA domain-containing protein	pdam_00020842	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	232						
XP_027058728.1	A0A3M6USQ8	unreviewed	A0A3M6USQ8_POCDA	15-hydroxyprostaglandin dehydrogenase [NAD(+)] (EC 1.1.1.141) (EC 1.1.1.232) (Eicosanoid/docosanoid dehydrogenase [NAD(+)]) (Prostaglandin dehydrogenase 1)	pdam_00002433	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	267	cytoplasm [GO:0005737]		GO:0005737; GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	cytoplasm [GO:0005737]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	
XP_027048106.1	A0A3M6TML2	unreviewed	A0A3M6TML2_POCDA	60S ribosomal protein L36	pdam_00013382	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	105	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
XP_027036421.1	A0A3M6UF13	unreviewed	A0A3M6UF13_POCDA	RFX-type winged-helix domain-containing protein	pdam_00007963	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	856			GO:0000978; GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	
XP_027051314.1	A0A3M6TEV5	unreviewed	A0A3M6TEV5_POCDA	Uncharacterized protein	pdam_00013451	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	786	nucleus [GO:0005634]	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0005634; GO:0030674; GO:0043161	protein-macromolecule adaptor activity [GO:0030674]	nucleus [GO:0005634]; protein-macromolecule adaptor activity [GO:0030674]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	
XP_027054415.1	A0A3M6T7H8	unreviewed	A0A3M6T7H8_POCDA	Uncharacterized protein	pdam_00008925	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	218						
XP_027039076.1	A0A3M6V2Z1	unreviewed	A0A3M6V2Z1_POCDA	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	pdam_00009085	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1179			GO:0003950; GO:0016779	NAD+-protein poly-ADP-ribosyltransferase activity [GO:0003950]; nucleotidyltransferase activity [GO:0016779]	NAD+-protein poly-ADP-ribosyltransferase activity [GO:0003950]; nucleotidyltransferase activity [GO:0016779]	
XP_022789564.1	A0A2B4R693	unreviewed	A0A2B4R693_STYPI	Retrovirus-related Pol polyprotein from transposon 17.6	pol AWC38_SpisGene23312	Stylophora pistillata (Smooth cauliflower coral)	638						pol
XP_022789564.1	A0A2B4SCK6	unreviewed	A0A2B4SCK6_STYPI	Retrovirus-related Pol polyprotein from transposon 17.6	pol AWC38_SpisGene9088	Stylophora pistillata (Smooth cauliflower coral)	1388		DNA integration [GO:0015074]	GO:0003676; GO:0005509; GO:0015074	calcium ion binding [GO:0005509]; nucleic acid binding [GO:0003676]	calcium ion binding [GO:0005509]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	pol
XP_027045535.1	A0A3M6TTU9	unreviewed	A0A3M6TTU9_POCDA	ribose-5-phosphate isomerase (EC 5.3.1.6) (Phosphoriboisomerase)	pdam_00019149	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	415	cytoplasm [GO:0005737]; membrane [GO:0016020]	D-ribose metabolic process [GO:0006014]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	GO:0004751; GO:0005737; GO:0006014; GO:0009052; GO:0016020	ribose-5-phosphate isomerase activity [GO:0004751]	cytoplasm [GO:0005737]; membrane [GO:0016020]; ribose-5-phosphate isomerase activity [GO:0004751]; D-ribose metabolic process [GO:0006014]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	
XP_027057311.1	A0A3M6UVD2	unreviewed	A0A3M6UVD2_POCDA	Uncharacterized protein	pdam_00024677	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	141						
XP_027047046.1	A0A3M6TQA9	unreviewed	A0A3M6TQA9_POCDA	Phospholipase A2 (EC 3.1.1.4)	pdam_00001918	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	181	extracellular region [GO:0005576]	arachidonate secretion [GO:0050482]; lipid catabolic process [GO:0016042]; phospholipid metabolic process [GO:0006644]	GO:0005509; GO:0005543; GO:0005576; GO:0006644; GO:0016042; GO:0047498; GO:0050482	calcium ion binding [GO:0005509]; calcium-dependent phospholipase A2 activity [GO:0047498]; phospholipid binding [GO:0005543]	extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; calcium-dependent phospholipase A2 activity [GO:0047498]; phospholipid binding [GO:0005543]; arachidonate secretion [GO:0050482]; lipid catabolic process [GO:0016042]; phospholipid metabolic process [GO:0006644]	
XP_027051921.1	A0A3M6TDC5	unreviewed	A0A3M6TDC5_POCDA	Uncharacterized protein	pdam_00005941	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	203						
XP_027052532.1	A0A3M6TC40	unreviewed	A0A3M6TC40_POCDA	JmjC domain-containing protein	pdam_00018926	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	426			GO:0005509	calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	
XP_027059016.1	A0A3M6USQ1	unreviewed	A0A3M6USQ1_POCDA	Major facilitator superfamily (MFS) profile domain-containing protein	pdam_00004467	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	632	plasma membrane [GO:0005886]	carbohydrate transport [GO:0008643]	GO:0005886; GO:0008643; GO:0015293	symporter activity [GO:0015293]	plasma membrane [GO:0005886]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]	
XP_027051533.1	A0A3M6TEN9	unreviewed	A0A3M6TEN9_POCDA	Uncharacterized protein	pdam_00008070	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	178			GO:0003723	RNA binding [GO:0003723]	RNA binding [GO:0003723]	
XP_027057762.1	A0A3M6UUG5	unreviewed	A0A3M6UUG5_POCDA	allantoinase (EC 3.5.2.5)	pdam_00010577	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	483	cytoplasm [GO:0005737]	allantoin catabolic process [GO:0000256]; purine nucleobase catabolic process [GO:0006145]	GO:0000256; GO:0004038; GO:0005737; GO:0006145; GO:0008270; GO:0050897	allantoinase activity [GO:0004038]; cobalt ion binding [GO:0050897]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; allantoinase activity [GO:0004038]; cobalt ion binding [GO:0050897]; zinc ion binding [GO:0008270]; allantoin catabolic process [GO:0000256]; purine nucleobase catabolic process [GO:0006145]	
XP_027052267.1	A0A3M6UZX7	unreviewed	A0A3M6UZX7_POCDA	Origin recognition complex subunit 6	pdam_00007734	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	258	nuclear origin of replication recognition complex [GO:0005664]	DNA replication initiation [GO:0006270]	GO:0003677; GO:0005664; GO:0006270	DNA binding [GO:0003677]	nuclear origin of replication recognition complex [GO:0005664]; DNA binding [GO:0003677]; DNA replication initiation [GO:0006270]	
XP_027058061.1	A0A3M6UU11	unreviewed	A0A3M6UU11_POCDA	MORN repeat-containing protein 5	pdam_00006214	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	176	motile cilium [GO:0031514]		GO:0031514		motile cilium [GO:0031514]	
XP_027050610.1	A0A3M6TGK2	unreviewed	A0A3M6TGK2_POCDA	Cytochrome c oxidase subunit (Cytochrome c oxidase polypeptide VIa)	pdam_00022455	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	170	mitochondrial inner membrane [GO:0005743]	mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]	GO:0005743; GO:0006123; GO:0016491; GO:0030234	enzyme regulator activity [GO:0030234]; oxidoreductase activity [GO:0016491]	mitochondrial inner membrane [GO:0005743]; enzyme regulator activity [GO:0030234]; oxidoreductase activity [GO:0016491]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]	
XP_027054410.1	A0A3M6T7Q0	unreviewed	A0A3M6T7Q0_POCDA	Uncharacterized protein	pdam_00008943	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	339						
XP_027045838.1	A0A3M6TT70	unreviewed	A0A3M6TT70_POCDA	V-type proton ATPase proteolipid subunit	pdam_00006036	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	154	proton-transporting V-type ATPase, V0 domain [GO:0033179]; vacuolar membrane [GO:0005774]		GO:0005774; GO:0033179; GO:0046961	proton-transporting ATPase activity, rotational mechanism [GO:0046961]	proton-transporting V-type ATPase, V0 domain [GO:0033179]; vacuolar membrane [GO:0005774]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	
XP_027059160.1	A0A3M6URN7	unreviewed	A0A3M6URN7_POCDA	EF-hand domain-containing protein	pdam_00011429	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	78	myosin II complex [GO:0016460]		GO:0005509; GO:0016460	calcium ion binding [GO:0005509]	myosin II complex [GO:0016460]; calcium ion binding [GO:0005509]	
XP_027044575.1	A0A3M6V1F0	unreviewed	A0A3M6V1F0_POCDA	COX assembly mitochondrial protein	pdam_00021001	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	94						
XP_027042586.1	A0A3M6U0B0	unreviewed	A0A3M6U0B0_POCDA	BHLH domain-containing protein	pdam_00009631	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	123		developmental process [GO:0032502]	GO:0000977; GO:0000981; GO:0032502; GO:0046983	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; developmental process [GO:0032502]	
XP_027045842.1	A0A3M6TSR3	unreviewed	A0A3M6TSR3_POCDA	Ras-related protein Rab-37	pdam_00010082	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	212			GO:0003924; GO:0005525	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	
XP_027056959.1	A0A3M6UW07	unreviewed	A0A3M6UW07_POCDA	ADP-ribosylation factor-like protein 4A	pdam_00022832	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	216			GO:0003924; GO:0005525	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	
